ID	Name	Desc
LL0000030449	tmem107	transmembrane protein 107
LL0000030450	tmem107l	transmembrane protein 107 like
LL0000030451	tmem108	transmembrane protein 108
LL0000030452	tmem11	transmembrane protein 11
LL0000030453	tmem110l	transmembrane protein 110, like
LL0000030454	TMEM114	transmembrane protein 114 [Source:NCBI gene;Acc:100150208]
LL0000030455	tmem115	transmembrane protein 115
LL0000030456	tmem117	transmembrane protein 117
LL0000030457	tmem119a	transmembrane protein 119a
LL0000030458	tmem119b	transmembrane protein 119b
LL0000030459	tmem120a	transmembrane protein 120A
LL0000030460	tmem120b	transmembrane protein 120B
LL0000030461	tmem121aa	transmembrane protein 121Aa
LL0000030462	tmem121ab	transmembrane protein 121Ab
LL0000030463	tmem121b	transmembrane protein 121B
LL0000030464	tmem123	transmembrane protein 123
LL0000030465	tmem125	transmembrane protein 125, transcript variant X2
LL0000030466	tmem125b	transmembrane protein 125b
LL0000030467	tmem126a	transmembrane protein 126A
LL0000030468	tmem127	transmembrane protein 127
LL0000030469	tmem129	transmembrane protein 129, E3 ubiquitin protein ligase
LL0000030470	tmem130	transmembrane protein 130
LL0000030471	tmem131	transmembrane protein 131
LL0000030472	tmem131l	transmembrane 131 like
LL0000030473	tmem132a	transmembrane protein 132A
LL0000030474	TMEM132D	transmembrane protein 132C [Source:NCBI gene;Acc:100332191]
LL0000030475	tmem132e	transmembrane protein 132E
LL0000030476	tmem134	transmembrane protein 134
LL0000030477	tmem135	transmembrane protein 135
LL0000030478	tmem136a	transmembrane protein 136a [Source:ZFIN;Acc:ZDB-GENE-000607-58]
LL0000030479	tmem136b	transmembrane protein 136b [Source:ZFIN;Acc:ZDB-GENE-040718-455]
LL0000030480	tmem138	transmembrane protein 138
LL0000030481	tmem141	transmembrane protein 141
LL0000030482	tmem144a	transmembrane protein 144a
LL0000030483	tmem144b	transmembrane protein 144b
LL0000030484	tmem145	transmembrane protein 145
LL0000030485	tmem147	transmembrane protein 147
LL0000030486	tmem14ca	transmembrane protein 14Ca
LL0000030487	tmem14cb	transmembrane protein 14Cb
LL0000030488	tmem150aa	transmembrane protein 150Aa
LL0000030489	tmem150ab	transmembrane protein 150Ab
LL0000030490	tmem150c	transmembrane protein 150C
LL0000030493	tmem151ba	transmembrane protein 151Ba
LL0000030494	tmem151bb	transmembrane protein 151Bb
LL0000030495	tmem154	transmembrane protein 154
LL0000030496	tmem158	transmembrane protein 158
LL0000030497	tmem160	transmembrane protein 160
LL0000030498	tmem161a	transmembrane protein 161A
LL0000030499	tmem161b	transmembrane protein 161B
LL0000030500	tmem163a	transmembrane protein 163a
LL0000030501	tmem163b	transmembrane protein 163b
LL0000030502	TMEM164	transmembrane protein 164 [Source:NCBI gene;Acc:100332120]
LL0000030503	tmem165	transmembrane protein 165
LL0000030504	tmem167a	transmembrane protein 167A
LL0000030505	tmem167b	transmembrane protein 167B
LL0000030506	tmem168a	transmembrane protein 168a
LL0000030507	tmem168b	transmembrane protein 168b
LL0000030508	tmem169a	transmembrane protein 169a
LL0000030509	tmem169b	transmembrane protein 169b
LL0000030510	tmem17	transmembrane protein 17
LL0000030511	tmem170a	transmembrane protein 170A
LL0000030512	tmem170b	transmembrane protein 170B
LL0000030513	tmem173	transmembrane protein 173 [Source:ZFIN;Acc:ZDB-GENE-120921-1]
LL0000030514	tmem174	transmembrane protein 174
LL0000030515	tmem175	transmembrane protein 175
LL0000030516	tmem176	transmembrane protein 176
LL0000030517	tmem176l.1	transmembrane protein 176l.1
LL0000030518	tmem176l.2	transmembrane protein 176l.2
LL0000030519	tmem176l.3a	transmembrane protein 176l.3a
LL0000030520	tmem176l.3b	transmembrane protein 176l.3b
LL0000030521	tmem176l.4	transmembrane protein 176l.4
LL0000030522	tmem177	transmembrane protein 177
LL0000030523	tmem178	transmembrane protein 178
LL0000030524	tmem178b	transmembrane protein 178B
LL0000030525	tmem179	transmembrane protein 179 [Source:ZFIN;Acc:ZDB-GENE-040808-25]
LL0000030526	TMEM179 (1 of many)	transmembrane protein 179 [Source:NCBI gene;Acc:100537383]
LL0000030527	tmem179b	transmembrane protein 179B
LL0000030528	tmem18	transmembrane protein 18
LL0000030529	tmem181	transmembrane protein 181
LL0000030530	tmem182a	transmembrane protein 182a
LL0000030531	tmem182b	transmembrane protein 182b
LL0000030532	tmem183a	transmembrane protein 183A
LL0000030533	tmem184a	transmembrane protein 184a
LL0000030534	tmem184ba	transmembrane protein 184ba
LL0000030535	tmem184bb	transmembrane protein 184bb
LL0000030536	tmem184c	transmembrane protein 184C
LL0000030537	tmem185	transmembrane protein 185
LL0000030538	tmem186	transmembrane protein 186
LL0000030539	tmem187	transmembrane protein 187
LL0000030540	tmem189	transmembrane protein 189
LL0000030541	TMEM19	transmembrane protein 19 [Source:HGNC Symbol;Acc:HGNC:25605]
LL0000030542	tmem192	transmembrane protein 192
LL0000030543	TMEM196 (1 of many)	transmembrane protein 196 [Source:NCBI gene;Acc:798466]
LL0000030544	tmem196b	transmembrane protein 196b
LL0000030545	tmem198a	transmembrane protein 198a
LL0000030546	tmem198b	transmembrane protein 198b
LL0000030547	tmem199	transmembrane protein 199
LL0000030548	tmem200a	transmembrane protein 200A
LL0000030549	TMEM200C	transmembrane protein 200C [Source:NCBI gene;Acc:100003113]
LL0000030550	tmem201	transmembrane protein 201
LL0000030551	tmem203	transmembrane protein 203
LL0000030552	tmem204	transmembrane protein 204
LL0000030553	tmem205	transmembrane protein 205
LL0000030554	tmem206	transmembrane protein 206 [Source:ZFIN;Acc:ZDB-GENE-040426-1173]
LL0000030555	TMEM208	zgc:77041 [Source:ZFIN;Acc:ZDB-GENE-040426-2523]
LL0000030556	tmem209	transmembrane protein 209
LL0000030557	tmem214	transmembrane protein 214
LL0000030558	TMEM216	si:rp71-1d10.5 [Source:ZFIN;Acc:ZDB-GENE-141222-27]
LL0000030559	tmem218	transmembrane protein 218
LL0000030560	tmem220	transmembrane protein 220
LL0000030561	tmem222a	transmembrane protein 222a
LL0000030562	tmem222b	transmembrane protein 222b
LL0000030563	tmem223	transmembrane protein 223
LL0000030564	tmem229a	transmembrane protein 229A
LL0000030565	tmem229b	transmembrane protein 229B
LL0000030566	tmem230a	transmembrane protein 230a
LL0000030567	tmem230b	transmembrane protein 230b
LL0000030568	tmem231	transmembrane protein 231
LL0000030569	tmem232	transmembrane protein 232
LL0000030570	tmem234	transmembrane protein 234
LL0000030571	tmem235	transmembrane protein 235 [Source:ZFIN;Acc:ZDB-GENE-130603-43]
LL0000030572	TMEM235 (1 of many)	transmembrane protein 235 [Source:HGNC Symbol;Acc:HGNC:27563]
LL0000030573	TMEM236	si:dkey-32m20.1 [Source:ZFIN;Acc:ZDB-GENE-070705-455]
LL0000030574	tmem237a	transmembrane protein 237a
LL0000030575	tmem237b	transmembrane protein 237b
LL0000030576	tmem238a	transmembrane protein 238a
LL0000030577	tmem238b	transmembrane protein 238b
LL0000030578	tmem240a	transmembrane protein 240a
LL0000030579	tmem240b	transmembrane protein 240b
LL0000030580	tmem241	transmembrane protein 241
LL0000030581	tmem242	transmembrane protein 242
LL0000030582	tmem243a	transmembrane protein 243, mitochondrial a
LL0000030583	tmem243b	transmembrane protein 243, mitochondrial b
LL0000030584	tmem244	transmembrane protein 244
LL0000030585	tmem245	transmembrane protein 245
LL0000030586	tmem246	transmembrane protein 246 [Source:ZFIN;Acc:ZDB-GENE-061013-692]
LL0000030587	tmem248	transmembrane protein 248
LL0000030588	tmem250	transmembrane protein 250
LL0000030589	tmem251	transmembrane protein 251
LL0000030590	tmem254	transmembrane protein 254
LL0000030591	tmem255a	transmembrane protein 255A
LL0000030592	tmem255b	transmembrane protein 255B
LL0000030593	tmem256	transmembrane protein 256
LL0000030594	tmem258	transmembrane protein 258
LL0000030595	tmem259	transmembrane protein 259
LL0000030596	tmem260	transmembrane protein 260
LL0000030597	tmem263	transmembrane protein 263
LL0000030598	tmem264	transmembrane protein 264
LL0000030599	tmem265	transmembrane protein 265
LL0000030600	tmem266	transmembrane protein 266
LL0000030601	tmem267	transmembrane protein 267
LL0000030602	tmem26a	transmembrane protein 26a
LL0000030603	tmem26b	transmembrane protein 26b
LL0000030604	tmem30aa	transmembrane protein 30Aa
LL0000030605	tmem30ab	transmembrane protein 30Ab
LL0000030606	tmem30b	transmembrane protein 30B
LL0000030607	tmem30c	transmembrane protein 30C
LL0000030608	tmem33	transmembrane protein 33
LL0000030609	tmem35	transmembrane protein 35
LL0000030610	tmem37	transmembrane protein 37
LL0000030611	tmem38a	transmembrane protein 38A
LL0000030612	tmem39a	transmembrane protein 39A
LL0000030613	tmem39b	transmembrane protein 39B
LL0000030614	tmem41aa	transmembrane protein 41aa
LL0000030615	tmem41ab	transmembrane protein 41ab
LL0000030616	tmem41b	transmembrane protein 41B
LL0000030617	tmem42a	transmembrane protein 42a
LL0000030618	tmem42b	transmembrane protein 42b
LL0000030619	tmem43	transmembrane protein 43
LL0000030620	tmem44	transmembrane protein 44
LL0000030621	tmem45a	transmembrane protein 45a
LL0000030622	tmem45b	transmembrane protein 45B
LL0000030623	tmem47	transmembrane protein 47
LL0000030624	tmem5	
LL0000030625	tmem50a	transmembrane protein 50A
LL0000030626	tmem51a	transmembrane protein 51a
LL0000030627	tmem51b	transmembrane protein 51b
LL0000030628	tmem53	transmembrane protein 53
LL0000030629	tmem54a	transmembrane protein 54a
LL0000030630	tmem54b	transmembrane protein 54b
LL0000030631	tmem56a	transmembrane protein 56a [Source:ZFIN;Acc:ZDB-GENE-090402-1]
LL0000030632	tmem56b	transmembrane protein 56b [Source:ZFIN;Acc:ZDB-GENE-041010-90]
LL0000030633	tmem59	transmembrane protein 59
LL0000030634	tmem59l	transmembrane protein 59-like
LL0000030635	tmem60	transmembrane protein 60
LL0000030636	tmem62	transmembrane protein 62
LL0000030637	tmem63a	transmembrane protein 63A
LL0000030638	tmem63ba	transmembrane protein 63Ba
LL0000030639	tmem63bb	transmembrane protein 63Bb
LL0000030640	tmem63c	transmembrane protein 63C
LL0000030641	tmem64	transmembrane protein 64
LL0000030642	tmem65	transmembrane protein 65
LL0000030643	tmem67	transmembrane protein 67
LL0000030644	tmem68	transmembrane protein 68
LL0000030645	tmem69	transmembrane protein 69
LL0000030646	tmem70	transmembrane protein 70
LL0000030647	tmem72	transmembrane protein 72
LL0000030648	tmem74	transmembrane protein 74
LL0000030649	tmem74b	transmembrane protein 74B
LL0000030650	tmem79a	transmembrane protein 79a
LL0000030651	tmem79b	transmembrane protein 79b
LL0000030652	tmem82	transmembrane protein 82
LL0000030653	tmem86a	transmembrane protein 86A
LL0000030654	tmem86b	transmembrane protein 86B
LL0000030655	TMEM87B	transmembrane protein 87B [Source:HGNC Symbol;Acc:HGNC:25913]
LL0000030656	tmem88a	transmembrane protein 88 a
LL0000030658	tmem8a	transmembrane protein 8A [Source:ZFIN;Acc:ZDB-GENE-090312-158]
LL0000030659	TMEM8B	si:dkey-84j12.1 [Source:ZFIN;Acc:ZDB-GENE-060526-342]
LL0000030660	tmem9	transmembrane protein 9
LL0000030661	tmem91	transmembrane protein 91
LL0000030662	tmem94	transmembrane protein 94
LL0000030663	tmem97	transmembrane protein 97
LL0000030664	tmem98	transmembrane protein 98
LL0000030665	tmem9b	TMEM9 domain family, member B
LL0000030666	tmf1	TATA element modulatory factor 1
LL0000030667	tmie	transmembrane inner ear
LL0000030668	tmigd1	transmembrane and immunoglobulin domain containing 1
LL0000030669	tmlhe	trimethyllysine hydroxylase, epsilon
LL0000030670	tmod1	tropomodulin 1
LL0000030671	tmod2	tropomodulin 2
LL0000030672	tmod4	tropomodulin 4 (muscle)
LL0000030673	tmpoa	thymopoietin a
LL0000030674	tmpob	thymopoietin b
LL0000030675	tmppe	transmembrane protein with metallophosphoesterase domain
LL0000030676	tmprss12	transmembrane serine protease 12
LL0000030677	tmprss13a	transmembrane serine protease 13a
LL0000030678	tmprss13b	transmembrane serine protease 13b
LL0000030679	tmprss15	transmembrane serine protease 15
LL0000030680	tmprss2	transmembrane serine protease 2
LL0000030681	tmprss3a	transmembrane serine protease 3a
LL0000030682	tmprss3b	transmembrane serine protease 3b
LL0000030683	tmprss4a	transmembrane serine protease 4a
LL0000030684	tmprss4b	transmembrane serine protease 4b
LL0000030685	tmprss5	transmembrane serine protease 5
LL0000030686	tmprss7	transmembrane serine protease 7
LL0000030687	tmprss9	transmembrane serine protease 9
LL0000030688	tmsb	thymosin, beta
LL0000030689	tmsb1	thymosin beta 1
LL0000030690	tmsb2	thymosin beta 2
LL0000030691	tmsb4x	thymosin beta 4 X-linked
LL0000030692	tmsb5	thymosin beta 5
LL0000030693	tmtc1	transmembrane O-mannosyltransferase targeting cadherins 1
LL0000030694	tmtc2a	transmembrane O-mannosyltransferase targeting cadherins 2a
LL0000030695	tmtc2b	transmembrane O-mannosyltransferase targeting cadherins 2b
LL0000030696	tmtc3	transmembrane O-mannosyltransferase targeting cadherins 3
LL0000030697	tmtc4	transmembrane O-mannosyltransferase targeting cadherins 4
LL0000030698	tmtops2a	teleost multiple tissue opsin 2a
LL0000030699	tmtops2b	teleost multiple tissue opsin 2b
LL0000030700	tmtops3a	teleost multiple tissue opsin 3a
LL0000030701	tmtops3b	teleost multiple tissue opsin 3b
LL0000030702	tmtopsa	teleost multiple tissue opsin a
LL0000030703	tmtopsb	teleost multiple tissue opsin b
LL0000030704	tmub1	transmembrane and ubiquitin-like domain containing 1
LL0000030705	tmub2	transmembrane and ubiquitin-like domain containing 2
LL0000030706	tmx1	thioredoxin-related transmembrane protein 1
LL0000030707	tmx2a	thioredoxin-related transmembrane protein 2a
LL0000030708	tmx2b	thioredoxin-related transmembrane protein 2b
LL0000030709	tmx3a	thioredoxin related transmembrane protein 3a
LL0000030710	tmx3b	thioredoxin related transmembrane protein 3b
LL0000030711	tmx4	thioredoxin-related transmembrane protein 4
LL0000030712	tnc	tenascin C
LL0000030713	tnfa	tumor necrosis factor a (TNF superfamily, member 2)
LL0000030714	tnfaip1	tumor necrosis factor, alpha-induced protein 1 (endothelial)
LL0000030715	tnfaip2a	tumor necrosis factor, alpha-induced protein 2a
LL0000030716	tnfaip2b	tumor necrosis factor, alpha-induced protein 2b
LL0000030717	tnfaip3	tumor necrosis factor, alpha-induced protein 3
LL0000030718	tnfaip6	tumor necrosis factor, alpha-induced protein 6
LL0000030719	tnfaip8l1	tumor necrosis factor, alpha-induced protein 8-like 1
LL0000030720	tnfaip8l2a	tumor necrosis factor, alpha-induced protein 8-like 2a
LL0000030721	tnfaip8l2b	tumor necrosis factor, alpha-induced protein 8-like 2b
LL0000030722	tnfaip8l3	tumor necrosis factor, alpha-induced protein 8-like 3
LL0000030723	tnfb	tumor necrosis factor b (TNF superfamily, member 2)
LL0000030724	tnfrsf11a	tumor necrosis factor receptor superfamily, member 11a, NFKB activator
LL0000030725	tnfrsf11b	tumor necrosis factor receptor superfamily, member 11b
LL0000030726	tnfrsf13b	TNF receptor superfamily member 13B
LL0000030727	tnfrsf18	tumor necrosis factor receptor superfamily, member 18
LL0000030728	tnfrsf19	tumor necrosis factor receptor superfamily, member 19
LL0000030729	tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a
LL0000030730	tnfrsf1b	tumor necrosis factor receptor superfamily, member 1B
LL0000030731	tnfrsf21	tumor necrosis factor receptor superfamily, member 21
LL0000030732	tnfrsf9a	tumor necrosis factor receptor superfamily, member 9a
LL0000030733	tnfrsf9b	tumor necrosis factor receptor superfamily, member 9b
LL0000030734	tnfrsfa	tumor necrosis factor receptor superfamily, member a
LL0000030735	tnfsf10	TNF superfamily member 10
LL0000030736	tnfsf10l	TNF superfamily member 10, like
LL0000030737	tnfsf10l3	tumor necrosis factor (ligand) superfamily, member 10 like 3
LL0000030738	tnfsf10l4	tumor necrosis factor (ligand) superfamily, member 10 like 4
LL0000030739	tnfsf11	TNF superfamily member 11
LL0000030740	tnfsf12	TNF superfamily member 12
LL0000030741	tnfsf13	TNF superfamily member 13
LL0000030742	tnfsf13b	TNF superfamily member 13b
LL0000030743	tnfsf14	TNF superfamily member 14
LL0000030744	tnfsf18	TNF superfamily member 18
LL0000030745	tnika	TRAF2 and NCK interacting kinase a
LL0000030746	tnikb	TRAF2 and NCK interacting kinase b
LL0000030747	tnip1	TNFAIP3 interacting protein 1
LL0000030748	tnip2	TNFAIP3 interacting protein 2
LL0000030749	tnk1	tyrosine kinase, non-receptor, 1
LL0000030750	tnk2a	tyrosine kinase, non-receptor, 2a
LL0000030751	tnk2b	tyrosine kinase, non-receptor, 2b
LL0000030752	tnks1bp1	tankyrase 1 binding protein 1
LL0000030753	tnksa	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase a
LL0000030754	tnksb	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase b
LL0000030755	tnmd	tenomodulin
LL0000030756	tnn	tenascin N
LL0000030757	tnnc1a	troponin C type 1a (slow)
LL0000030758	tnnc1b	troponin C type 1b (slow)
LL0000030759	tnnc2	troponin C type 2 (fast)
LL0000030760	tnni1a	troponin I type 1a (skeletal, slow)
LL0000030761	tnni1b	troponin I type 1b (skeletal, slow)
LL0000030762	tnni1c	troponin I, skeletal, slow c
LL0000030763	tnni1d	troponin I, skeletal, slow d
LL0000030764	tnni2a.1	troponin I type 2a (skeletal, fast), tandem duplicate 1
LL0000030765	tnni2a.2	troponin I type 2a (skeletal, fast), tandem duplicate 2
LL0000030766	tnni2a.3	troponin I type 2a (skeletal, fast), tandem duplicate 3
LL0000030767	tnni2a.4	troponin I type 2a (skeletal, fast), tandem duplicate 4
LL0000030768	tnni2b.1	troponin I type 2b (skeletal, fast), tandem duplicate 1
LL0000030769	tnni2b.2	troponin I type 2b (skeletal, fast), tandem duplicate 2
LL0000030770	tnni3k	TNNI3 interacting kinase
LL0000030771	tnni4a	troponin I4a
LL0000030772	tnni4b.1	troponin I4b, tandem duplicate 1
LL0000030773	tnni4b.2	troponin I4b, tandem duplicate 2
LL0000030774	tnnt1	troponin T type 1 (skeletal, slow)
LL0000030775	tnnt2a	troponin T type 2a (cardiac)
LL0000030776	tnnt2b	troponin T type 2b (cardiac)
LL0000030777	tnnt2c	troponin T2c, cardiac
LL0000030778	tnnt2d	troponin T2d, cardiac
LL0000030779	tnnt2e	troponin T2e, cardiac
LL0000030780	tnnt3a	troponin T type 3a (skeletal, fast)
LL0000030781	tnnt3b	troponin T type 3b (skeletal, fast)
LL0000030782	tnpo1	transportin 1
LL0000030785	tnpo3	transportin 3
LL0000030786	tnr	tenascin R (restrictin, janusin)
LL0000030787	tnrc18	trinucleotide repeat containing 18
LL0000030788	tnrc6a	trinucleotide repeat containing adaptor 6A
LL0000030789	tnrc6b	trinucleotide repeat containing adaptor 6B
LL0000030790	tnrc6c1	trinucleotide repeat containing adaptor 6C1
LL0000030791	tnrc6c2	trinucleotide repeat containing adaptor 6C2
LL0000030792	tns1a	tensin 1a
LL0000030793	tns1b	tensin 1b
LL0000030794	tns2a	tensin 2a
LL0000030795	tns2b	tensin 2b
LL0000030796	tns3.1	tensin 3, tandem duplicate 1
LL0000030797	tns3.2	tensin 3, tandem duplicate 2
LL0000030798	tnxbb	
LL0000030799	tnxba	tenascin XBa
LL0000030800	tob1a	transducer of ERBB2, 1a
LL0000030801	tob1b	transducer of ERBB2, 1b
LL0000030802	toe1	target of EGR1, exonuclease
LL0000030803	togaram1	TOG array regulator of axonemal microtubules 1
LL0000030804	tollip	toll interacting protein
LL0000030805	tom1	target of myb1 membrane trafficking protein
LL0000030808	tomm20a	translocase of outer mitochondrial membrane 20
LL0000030809	tomm20b	translocase of outer mitochondrial membrane 20b
LL0000030810	tomm22	translocase of outer mitochondrial membrane 22 homolog (yeast)
LL0000030811	tomm34	translocase of outer mitochondrial membrane 34
LL0000030812	tomm40	translocase of outer mitochondrial membrane 40 homolog (yeast)
LL0000030813	tomm40l	translocase of outer mitochondrial membrane 40 homolog, like
LL0000030814	tomm5	translocase of outer mitochondrial membrane 5 homolog (yeast)
LL0000030815	tomm6	translocase of outer mitochondrial membrane 6 homolog (yeast)
LL0000030816	tomm7	translocase of outer mitochondrial membrane 7 homolog (yeast)
LL0000030817	tomm70a	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)
LL0000030818	tomt	transmembrane O-methyltransferase
LL0000030819	tonsl	tonsoku-like, DNA repair protein
LL0000030820	top1	DNA topoisomerase I
LL0000030821	top1l	DNA topoisomerase I, like
LL0000030822	top1mt	DNA topoisomerase I mitochondrial
LL0000030823	top2a	DNA topoisomerase II alpha
LL0000030824	top2b	DNA topoisomerase II beta
LL0000030825	top3a	DNA topoisomerase III alpha
LL0000030826	top3b	DNA topoisomerase III beta
LL0000030827	topaz1	testis and ovary specific PAZ domain containing 1
LL0000030828	topbp1	DNA topoisomerase II binding protein 1
LL0000030829	toporsa	topoisomerase I binding, arginine/serine-rich a
LL0000030830	toporsb	topoisomerase I binding, arginine/serine-rich b
LL0000030831	tor1	torsin family 1
LL0000030832	tor1l1	torsin family 1 like 1
LL0000030833	tor1l2	torsin family 1 like 2
LL0000030834	tor1l3	torsin family 1 like 3
LL0000030835	tor2a	torsin family 2, member A
LL0000030836	tor3a	torsin family 3, member A
LL0000030837	tor4aa	torsin family 4, member Aa
LL0000030838	tor4ab	torsin family 4, member Ab
LL0000030839	tox	thymocyte selection-associated high mobility group box
LL0000030840	tox2	TOX high mobility group box family member 2
LL0000030841	tox3	TOX high mobility group box family member 3
LL0000030842	tox4a	TOX high mobility group box family member 4 a
LL0000030843	tox4b	TOX high mobility group box family member 4 b
LL0000030844	tp53	tumor protein p53
LL0000030845	tp53bp1	tumor protein p53 binding protein, 1
LL0000030846	tp53bp2a	tumor protein p53 binding protein, 2a
LL0000030847	tp53bp2b	tumor protein p53 binding protein, 2b
LL0000030848	tp53i11a	tumor protein p53 inducible protein 11a
LL0000030849	tp53i11b	tumor protein p53 inducible protein 11b
LL0000030850	TP53I3	tumor protein p53 inducible protein 3 [Source:NCBI gene;Acc:796473]
LL0000030851	tp53inp1	tumor protein p53 inducible nuclear protein 1
LL0000030852	tp53inp2	tumor protein p53 inducible nuclear protein 2
LL0000030853	tp53rk	TP53 regulating kinase
LL0000030854	tp63	tumor protein p63
LL0000030855	tp73	tumor protein p73
LL0000030856	tpbga	trophoblast glycoprotein a
LL0000030857	tpbgb	trophoblast glycoprotein b
LL0000030858	tpbgl	trophoblast glycoprotein-like
LL0000030859	tpcn1	two pore segment channel 1
LL0000030860	tpcn2	two pore segment channel 2
LL0000030861	tpcn3	two pore segment channel 3
LL0000030862	tpd52	tumor protein D52
LL0000030863	tpd52l1	tpd52 like 1
LL0000030864	tpd52l2a	tpd52 like 2a
LL0000030865	tpd52l2b	tpd52 like 2b
LL0000030866	TPGS1	zgc:92789 [Source:ZFIN;Acc:ZDB-GENE-040718-280]
LL0000030867	tpgs2	tubulin polyglutamylase complex subunit 2
LL0000030868	tph1a	tryptophan hydroxylase 1 (tryptophan 5-monooxygenase) a
LL0000030869	tph1b	tryptophan hydroxylase 1b
LL0000030870	tph2	tryptophan hydroxylase 2 (tryptophan 5-monooxygenase)
LL0000030871	tpi1a	triosephosphate isomerase 1a
LL0000030872	tpi1b	triosephosphate isomerase 1b
LL0000030873	tpk1	thiamin pyrophosphokinase 1
LL0000030874	tpm1	tropomyosin 1 (alpha)
LL0000030875	tpm2	tropomyosin 2 (beta)
LL0000030876	tpm3	tropomyosin 3
LL0000030877	tpm4a	tropomyosin 4a
LL0000030878	tpm4b	tropomyosin 4b
LL0000030879	tpma	alpha-tropomyosin
LL0000030880	tpmt.1	thiopurine S-methyltransferase, tandem duplicate 1
LL0000030881	tpmt.2	thiopurine S-methyltransferase, tandem duplicate 2
LL0000030882	tpo	thyroid peroxidase
LL0000030883	tpp1	tripeptidyl peptidase I
LL0000030884	tpp2	tripeptidyl peptidase 2
LL0000030887	tppp2	tubulin polymerization-promoting protein family member 2
LL0000030888	tppp3	tubulin polymerization-promoting protein family member 3
LL0000030889	tpra	translocated promoter region a, nuclear basket protein
LL0000030890	tpra1	transmembrane protein, adipocyte asscociated 1
LL0000030891	tprb	translocated promoter region b, nuclear basket protein
LL0000030892	tprg1	tumor protein p63 regulated 1
LL0000030893	tprg1l	tumor protein p63 regulated 1-like
LL0000030894	tprkb	Tp53rk binding protein
LL0000030895	tprn	taperin
LL0000030896	tpst1	tyrosylprotein sulfotransferase 1
LL0000030897	tpst1l	tyrosylprotein sulfotransferase 1, like
LL0000030898	tpst2	tyrosylprotein sulfotransferase 2
LL0000030899	tpt1	tumor protein, translationally-controlled 1
LL0000030900	tpte	transmembrane phosphatase with tensin homology
LL0000030901	tpx2	TPX2 microtubule nucleation factor
LL0000030902	tra2a	transformer 2 alpha homolog
LL0000030903	tra2b	transformer 2 beta homolog
LL0000030904	trabd	TraB domain containing
LL0000030905	trabd2a	TraB domain containing 2A
LL0000030906	trabd2b	TraB domain containing 2B
LL0000030907	tradd	tnfrsf1a-associated via death domain
LL0000030908	tradv1	T-cell receptor alpha/delta variable 1
LL0000030909	tradv10.0.1	T-cell receptor alpha/delta variable 10.0.1
LL0000030910	tradv10.0.2	T-cell receptor alpha/delta variable 10.0.2
LL0000030911	tradv10.0.3	T-cell receptor alpha/delta variable 10.0.3
LL0000030912	tradv10.0.4	T-cell receptor alpha/delta variable 10.0.4
LL0000030913	tradv10.0.5	T-cell receptor alpha/delta variable 10.0.5
LL0000030914	tradv11.0.1	T-cell receptor alpha/delta variable 11.0.1
LL0000030915	tradv11.0.3	T-cell receptor alpha/delta variable 11.0.3
LL0000030916	tradv13.0	T-cell receptor alpha/delta variable 13.0
LL0000030917	tradv14.0	T-cell receptor alpha/delta variable 14.0
LL0000030918	tradv15.0	T-cell receptor alpha/delta variable 15.0
LL0000030919	tradv16.0	T-cell receptor alpha/delta variable 16.0
LL0000030920	tradv17.0	T-cell receptor alpha/delta variable 17.0
LL0000030921	tradv18.0	T-cell receptor alpha/delta variable 18.0
LL0000030922	tradv19.0	T-cell receptor alpha/delta variable 19.0
LL0000030923	tradv2.0.1	T-cell receptor alpha/delta variable 2.0.1
LL0000030924	tradv2.0.2	T-cell receptor alpha/delta variable 2.0.2
LL0000030925	tradv2.0.3	T-cell receptor alpha/delta variable 2.0.3
LL0000030926	tradv2.0.4	T-cell receptor alpha/delta variable 2.0.4
LL0000030927	tradv20.0	T-cell receptor alpha/delta variable 20.0
LL0000030928	tradv21.0	T-cell receptor alpha/delta variable 21.0
LL0000030929	tradv22.0	T-cell receptor alpha/delta variable 22.0
LL0000030930	tradv23.0.1	T-cell receptor alpha/delta variable 23.0.1
LL0000030931	tradv23.0.2	T-cell receptor alpha/delta variable 23.0.2
LL0000030932	tradv23.1.1	T-cell receptor alpha/delta variable 23.1.1
LL0000030933	tradv23.1.2	T-cell receptor alpha/delta variable 23.1.2
LL0000030934	tradv23.1.3	T-cell receptor alpha/delta variable 23.1.3
LL0000030935	tradv23.1.4	T-cell receptor alpha/delta variable 23.1.4
LL0000030936	tradv23.3.8	T-cell receptor alpha/delta variable 23.3.8
LL0000030937	tradv24.0.1	T-cell receptor alpha/delta variable 24.0.1
LL0000030938	tradv24.0.2	T-cell receptor alpha/delta variable 24.0.2
LL0000030939	tradv24.0.3	T-cell receptor alpha/delta variable 24.0.3
LL0000030940	tradv24.0.4	T-cell receptor alpha/delta variable 24.0.4
LL0000030941	tradv24.0.5	T-cell receptor alpha/delta variable 24.0.5
LL0000030942	tradv25.0.1	T-cell receptor alpha/delta variable 25.0.1
LL0000030943	tradv25.0.2	T-cell receptor alpha/delta variable 25.0.2
LL0000030944	tradv25.0.3	T-cell receptor alpha/delta variable 25.0.3
LL0000030945	tradv25.0.4	T-cell receptor alpha/delta variable 25.0.4
